"id","text","tweet_url","language","type","author_name","author_username","view_count","bookmark_count","favorite_count","retweet_count","reply_count","quote_count","created_at","source","hashtags","urls","media_type","media_urls"
"1771521563520643156","1/2 We are on hunt for our first ever internstar in web3 Marketing🚀

You are a good fit if
•⁠ ⁠You are web3 native
•⁠ ⁠You are curious about web3 marketing
•⁠ ⁠You are keen to explore search engine algorithm works

Application Form &amp; JD Link in 2/2
Tag for good karma 😇 https://t.co/twI6nGREd2","https://x.com/wallet_hunter/status/1771521563520643156","en","Origin","Wallet Hunter","wallet_hunter","158","0","0","0","1","0","2024-03-23 18:27:08","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GJWxrLaXoAAP5hH.jpg"
"1771521565995282760","Know more about this role here: https://t.co/rgQpgFbqYx

Loved it? 💫

Apply here: https://t.co/IV8JjQyDhb","https://x.com/wallet_hunter/status/1771521565995282760","en","Reply","Wallet Hunter","wallet_hunter","91","0","0","0","0","0","2024-03-23 18:27:09","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://t.ly/xhCM9, https://forms.gle/4ATyK9yyN746oW9CA","",""
"1753082253327106262","Namma Bengaluru! Following our 1st meetup in Delhi we are coming to Bengaluru to learn about the world of bitcoin and cross chain communication!

Join us this Saturday, at 5 pm for a thrilling evening of networking, learning, and pure fun.

RSVP: https://t.co/Dcfw3r6pQ7 https://t.co/1VDufJpA9e","https://x.com/wallet_hunter/status/1753082253327106262","en","Retweet","BlockchainedIndia","blockchainedind","426","0","7","2","2","0","2024-02-01 21:15:54","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://lu.ma/ij5kbew0","photo","https://pbs.twimg.com/media/GFQwooNXMAAfDD5.jpg"
"1753257886166450665","Join us for #OffTheChain Podcast today at 7:30pm IST and claim your airdrop!

Set Reminder &amp; Tune in: https://t.co/BoJYJuN730
Claim Rewards: https://t.co/zSEgdaDL1O 

We will explore where we are headed in 2024 with @harsagarwal from @0xPolygonLabs, @shahzadnathani from… https://t.co/NK82RcKnJh","https://x.com/wallet_hunter/status/1753257886166450665","en","Retweet","Meta Era India","MetaEra_India","31732","2","88","45","42","4","2024-02-02 08:53:48","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#OffTheChain","https://twitter.com/i/spaces/1OyKAWnDzynJb, https://forms.gle/jcsZ3dwtjZb5eaXh9","photo","https://pbs.twimg.com/media/GFTR4wDb0AAT8jm.jpg"
"1735681455186145762","Together, the world’s 25 richest families are worth $2.1T. The House of Nahyan — the ruling family of the Emirate of Abu Dhabi — holds the No.1 spot https://t.co/80qAZHS35l","https://x.com/wallet_hunter/status/1735681455186145762","en","Tweet","Wallet Hunter","wallet_hunter","103","0","0","0","0","0","2023-12-15 20:51:20","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","","","photo","https://pbs.twimg.com/media/GBZhFSMbUAACCGv.jpg"
"1725119561307984011","Our CEO @prashant_xyz is joining @reachMovieMafia's 17th episode of their weekly #Web3 Linkedin live sessions! 

Set your alarms for 7:00 PM IST. ⏰

Listen in ⬇️ https://t.co/teJYTLZR2A","https://x.com/wallet_hunter/status/1725119561307984011","en","Retweet","Spheron Network - Decentralised Cloud For AI","SpheronFDN","710","0","6","4","1","0","2023-11-16 17:22:09","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3","https://www.linkedin.com/events/exploringweb3-nfts-real-worldut7130526067139776512/theater/","",""
"1709892067294319071","Here's our next weekly #Web3 online session, set our reminders now!

Joining the conversation with us are  Arnaud Brolly and Andrew POP

Don't miss this!

https://t.co/H2y2zn2cXT

Join our whatsapp community to get notified of all the events: https://t.co/SP5h6Gr4Wd https://t.co/LEbWYLZpk4","https://x.com/wallet_hunter/status/1709892067294319071","en","Tweet","Wallet Hunter","wallet_hunter","173","0","0","0","0","0","2023-10-05 16:53:31","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3","https://www.linkedin.com/posts/moviemafia_web3-activity-7114998529567191041-FkHB?utm_source=share&utm_medium=member_desktop, https://chat.whatsapp.com/I5fARF3g6fKLPnbPBaArPK","photo","https://pbs.twimg.com/media/F7rBuv0XcAAUd7M.jpg"
"1708025306764677479","Where millionaires in the modern world are fleeing from and to.

Including those fleeing from ALL BRICS countries (including Russia and China), as well as (yes, yes) Great Britain (this is a consequence of Brexit).

And notice just 2000+ to the US but 5000+ to Australia! https://t.co/xulzOVUp3q","https://x.com/wallet_hunter/status/1708025306764677479","en","Tweet","Wallet Hunter","wallet_hunter","124","0","2","0","1","0","2023-09-30 13:15:41","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/F7QfiEjWoAAIdbg.jpg"
"1707329554300260760","Here's our next weekly #Web3 online session, Join us today(28th september)

Don't miss this!

https://t.co/JlWOIwuOWk https://t.co/rOZaPPymvA","https://x.com/wallet_hunter/status/1707329554300260760","en","Tweet","Wallet Hunter","wallet_hunter","82","0","2","1","0","0","2023-09-28 15:11:01","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3","https://www.linkedin.com/events/exploringweb3-nfts-real-worldut7112492129788067841/theater/","photo","https://pbs.twimg.com/media/F7GmXWRXgAAn1hg.jpg"
"1696841067230847194","Join us tomorrow (31st August 2023) for the amazing discussion https://t.co/V9n2QMABYy","https://x.com/wallet_hunter/status/1696841067230847194","en","Origin","Wallet Hunter","wallet_hunter","107","0","1","0","2","0","2023-08-30 16:33:30","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","","","photo","https://pbs.twimg.com/media/F4xj81tWYAAdwQp.jpg"
"1696841134985621753","https://t.co/8022np1g86","https://x.com/wallet_hunter/status/1696841134985621753","zxx","Reply","Wallet Hunter","wallet_hunter","73","0","0","0","0","0","2023-08-30 16:33:47","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","","https://www.linkedin.com/events/exploringweb3-nfts-real-worldut7102288524422381569/","",""
"1694334740906856535","“We’re going to continue to build.”

Ivan Soto-Wright
CEO, Moonpay","https://x.com/wallet_hunter/status/1694334740906856535","en","Tweet","Wallet Hunter","wallet_hunter","166","0","0","0","0","0","2023-08-23 18:34:16","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","","","",""
"1679443365530673154","Exciting news! 🎉

@Muzik2NFT and @WalletHunter have joined forces to revolutionize the music industry! 🎵🔗

Get ready for tokenized music, enhanced fan engagement, transparent royalties, and a vibrant marketplace. 🎶🤝

#MusicRevolution #NFTs #Blockchain 🚀 https://t.co/DQaabG1oAd","https://x.com/wallet_hunter/status/1679443365530673154","en","Retweet","Muzik2nft","Muzik2nft","514","0","12","7","3","0","2023-07-13 16:21:15","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","#MusicRevolution, #NFTs, #Blockchain","","photo","https://pbs.twimg.com/media/F06U1KPXwAEeO0T.jpg"
"1677278808620294144","📢🎙️Web3 Marketing Update!🚀🌐

YouTube dominates as the preferred podcast platform, capturing 33% of adult regular listeners! 🥇📺 Spotify secures the second spot with 24% share. 🥈💚

#PodcastPlatformWars #Web3Marketing #YouTubePodcasts #SpotifyPodcasts #ListenersChoice 🎧🔥 https://t.co/PvE4z9Wz9M","https://x.com/wallet_hunter/status/1677278808620294144","en","Origin","Wallet Hunter","wallet_hunter","102","0","1","0","1","0","2023-07-07 17:00:04","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#PodcastPlatformWars, #Web3Marketing, #YouTubePodcasts, #SpotifyPodcasts, #ListenersChoice","","photo","https://pbs.twimg.com/media/F0bkLTmaAAAPWUG.jpg"
"1677278862844268546","#Web3 #MarketingTrends #PodcastRevolution #EngageYourAudience #PodcastMarketing 

#Web3MarketingTip

#YouTube #Spotify #PodcastStrategy #Web3Success #AudienceEngagement","https://x.com/wallet_hunter/status/1677278862844268546","qht","Reply","Wallet Hunter","wallet_hunter","63","0","0","0","0","0","2023-07-07 17:00:17","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3, #MarketingTrends, #PodcastRevolution, #EngageYourAudience, #PodcastMarketing, #Web3MarketingTip, #YouTube, #Spotify, #PodcastStrategy, #Web3Success, #AudienceEngagement","","",""
"1666927007517536256","🚀 We are thrilled to announce our  partnership with Unreal Finance! 🎉 

 🙌🏻✨ Stay tuned for interesting initiatives that will be born out of this ! 🌐 #PartnershipPower #CryptoCommunity #InnovationUnleashed 🤝💼💡","https://x.com/wallet_hunter/status/1666927007517536256","en","Tweet","Wallet Hunter","wallet_hunter","275","0","5","2","0","0","2023-06-09 03:25:43","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#PartnershipPower, #CryptoCommunity, #InnovationUnleashed","","",""
"1666792615021510656","We are glad to announce a cross-marketing partnership with Wallet Hunter! 💥 

Together, we will focus on #DeFi development, cross-marketing strategies, and the attraction of more community members and investors! 🤝🏻

1/2

#partnership https://t.co/8TSCNLxqdz","https://x.com/wallet_hunter/status/1666792615021510656","en","Quoted","Unreal Finance","UnrealFinance","543","0","12","1","3","1","2023-06-08 18:31:41","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#DeFi, #partnership","","photo","https://pbs.twimg.com/media/FyGi-pMaEAAK0SF.jpg"
"1666559374255624192","An interesting chart of last month ETH gas fees vs NFT trading volumes of Ethereum chain. 

#NFTs #NFTCommunity #ETH #ETHEREUM #Crypto #Web3 #web3community https://t.co/VDYm15z3UD","https://x.com/wallet_hunter/status/1666559374255624192","en","Tweet","Wallet Hunter","wallet_hunter","138","0","2","1","0","0","2023-06-08 03:04:52","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#NFTs, #NFTCommunity, #ETH, #ETHEREUM, #Crypto, #Web3, #web3community","","photo","https://pbs.twimg.com/media/FyDObgzWwAY56dP.jpg"
"1664933930666000384","🎉 Kudos to the @Google team for organizing the fantastic Google Cloud Web3 Conclave! 🌐

✨ It's amazing to see the innovative initiatives centered around Web3. 👏 

@pranshu3196 @Aishwaryaradhya @praneethdevaki @_abhitweets @ctdgaurav @bigrkg @arshadpookom","https://x.com/wallet_hunter/status/1664933930666000384","en","Origin","Wallet Hunter","wallet_hunter","958","0","8","2","2","0","2023-06-03 15:25:56","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1664934079492505601","@Google @pranshu3196 @Aishwaryaradhya @praneethdevaki @_abhitweets @ctdgaurav @bigrkg @arshadpookom @JozefJagan @krutikslodaya","https://x.com/wallet_hunter/status/1664934079492505601","qam","Reply","Wallet Hunter","wallet_hunter","165","0","2","1","0","0","2023-06-03 15:26:32","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1664933983077949440","#Web3 #Blockchain #Decentralization #Innovation #GoogleCloud #Web3Conclave #ExcitingTimes","https://x.com/wallet_hunter/status/1664933983077949440","qht","Origin","Wallet Hunter","wallet_hunter","106","0","0","0","0","0","2023-06-03 15:26:09","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3, #Blockchain, #Decentralization, #Innovation, #GoogleCloud, #Web3Conclave, #ExcitingTimes","","",""
"1655545883574845440","🎉 Exciting news! 🎉 

Wallet Hunter has been selected for the startup program of Bitscrunch! 🚀

We were blown away by the stunning NFT analytics dashboard presented during the kickoff call and can't wait to start working together💡 

#startupprogram #Bitscrunch #NFTanalytics https://t.co/jpdPc4ympy","https://x.com/wallet_hunter/status/1655545883574845440","en","Origin","Wallet Hunter","wallet_hunter","217","0","2","3","2","0","2023-05-08 17:41:11","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#startupprogram, #Bitscrunch, #NFTanalytics","","animated_gif","https://video.twimg.com/tweet_video/FvmuEndWcAIRDFP.mp4"
"1655546911988826120","@bitsCrunchRus @bitsCrunchTR","https://x.com/wallet_hunter/status/1655546911988826120","qam","Reply","Wallet Hunter","wallet_hunter","97","0","0","0","0","0","2023-05-08 17:45:17","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1655546793998819330","@bitsCrunch @bitsCrunchIndia @VijayPravinM @bitsCrunch_Es @bitsCrunchUA @bitsCrunchDE","https://x.com/wallet_hunter/status/1655546793998819330","qam","Origin","Wallet Hunter","wallet_hunter","70","0","1","0","0","0","2023-05-08 17:44:48","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1651926233880338433","🔒💰🌡️ Confused about hot and cold wallets in #cryptocurrency?

👛💻 Hot wallets are quick but vulnerable

❄️💻 cold wallets offer maximum security. 

Use both for the best of both worlds. 👍👎 #cryptowallets #cybersecurity #cryptosecurity
#blockchain #Web3","https://x.com/wallet_hunter/status/1651926233880338433","en","Origin","Wallet Hunter","wallet_hunter","85","0","0","0","1","0","2023-04-28 17:58:00","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#cryptocurrency, #cryptowallets, #cybersecurity, #cryptosecurity, #blockchain, #Web3","","",""
"1651926305632403457","💡💰💻 Cryptocurrency is a valuable asset, so it's crucial to balance security and functionality when choosing a wallet. Keep your assets safe with a cold wallet for long-term storage and a hot wallet for small and frequent transactions. #cryptoinvesting #securityfirst","https://x.com/wallet_hunter/status/1651926305632403457","en","Reply","Wallet Hunter","wallet_hunter","56","0","0","0","0","0","2023-04-28 17:58:17","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#cryptoinvesting, #securityfirst","","",""
"1651178950184390662","“Web 3.0 is the next stage of the Internet’s development, where the web becomes truly intelligent, and the ability to process data and learn from it becomes the norm.” - Andrew Kelleher

#data #stage #development #web3 #blockchain #nft #crypto #intelligence #ai","https://x.com/wallet_hunter/status/1651178950184390662","en","Tweet","Wallet Hunter","wallet_hunter","72","0","1","1","0","0","2023-04-26 16:28:33","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#data, #stage, #development, #web3, #blockchain, #nft, #crypto, #intelligence, #ai","","",""
"1650800162304917504","Web3 presents unique challenges, including anonymity and constant influx of new projects. At Wallet Hunter, we leverage #AI and #blockchain data to provide innovative marketing solutions for Web3 projects to stand out in this dynamic space. #Web3 #Blockchain #Marketing","https://x.com/wallet_hunter/status/1650800162304917504","en","Tweet","Wallet Hunter","wallet_hunter","94","0","2","2","0","0","2023-04-25 15:23:23","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#AI, #blockchain, #Web3, #Blockchain, #Marketing","","",""
"1649728316738347014","Segmenting wallet analytics helps cluster users for efficient targeting.
 Public wallet data educates users on new projects, while attribution software maximizes ad ROI. 

Wallet segmentation is key for user acquisition and retention in #Web3","https://x.com/wallet_hunter/status/1649728316738347014","en","Tweet","Wallet Hunter","wallet_hunter","77","0","2","1","0","0","2023-04-22 16:24:15","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3","","",""
"1648295796494807042","🚀 Asia has 260M #cryptocurrency wallet holders, followed by Africa, North America, South America, Europe and Oceania. These numbers offer insights into global adoption and potential for financial inclusion. 🌍🌎🌏 #fintech #digitalcurrency #blockchain #web3community #Web3 https://t.co/H4RxZOcoWA","https://x.com/wallet_hunter/status/1648295796494807042","en","Tweet","Wallet Hunter","wallet_hunter","181","0","2","3","2","0","2023-04-18 17:31:56","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#cryptocurrency, #fintech, #digitalcurrency, #blockchain, #web3community, #Web3","","photo","https://pbs.twimg.com/media/Ft_rziXWcAAs63H.jpg"
"1647561170901954560","In the world of #Web3, a wallet address is a unique identifier that's essential for any transaction involving #cryptocurrency. 
Learn more about what a Web3 wallet address is and why it's important in our latest blog post.

#Blockchain #Bitcoin #Ethereum #Crypto #Fintech #Growth","https://x.com/wallet_hunter/status/1647561170901954560","en","Tweet","Wallet Hunter","wallet_hunter","87","0","2","1","1","0","2023-04-16 16:52:48","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Web3, #cryptocurrency, #Blockchain, #Bitcoin, #Ethereum, #Crypto, #Fintech, #Growth","","",""
